Date,Name,Amount,Analysis_Status,Exclusion_Reason,Category,Source,Type,Status
06/25/2025,PayPal,-6.22,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/25/2025,JC DELI & GRILL,-6.22,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/24/2025,Love's #0404 Inside,-30.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/24/2025,DD *DOORDASH WAWA,-21.91,Included (True Spend),,Delivery,Business/Main,General PayPal Debit Card Transaction,Completed
06/24/2025,PayPal,-30.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/24/2025,Love's #0404 Inside,-30.0,Included (True Spend),,Other/Uncategorized,Business/Main,General PayPal Debit Card Transaction,Completed
06/24/2025,REB NYC,-100.0,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
06/24/2025,CONOCO - BOUND BROOK,-30.0,Included (True Spend),,Transportation,Business/Main,General Authorization,Completed
06/24/2025,CONOCO - BOUND BROOK,-30.0,Included (True Spend),,Transportation,Business/Main,General PayPal Debit Card Transaction,Completed
06/24/2025,SHELL VINE ST,-40.0,Included (True Spend),,Transportation,Personal,General PayPal Debit Card Transaction,Completed
06/24/2025,REB NYC,-20.0,Included (True Spend),,Financial Services,Personal,General Payment,Completed
06/24/2025,DD *DOORDASH WAWA,-21.91,Included (True Spend),,Delivery,Business/Main,General Authorization,Completed
06/24/2025,SHELL VINE ST,-40.0,Included (True Spend),,Transportation,Personal,General Authorization,Completed
06/24/2025,Love's #0404 Inside,-11.03,Included (True Spend),,Other/Uncategorized,Business/Main,General PayPal Debit Card Transaction,Completed
06/24/2025,EBAY,46.8,Excluded,Money In / Refund,Excluded,Personal,General PayPal Debit Card Transaction,Completed
06/24/2025,Aizihaer Tuerxuntuoheti,19.4,Excluded,Money In / Refund,Excluded,Business/Main,General Payment,Completed
06/24/2025,,97.36,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
06/24/2025,Aizihaer Tuerxuntuoheti,97.01,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
06/24/2025,,100.0,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
06/24/2025,PayPal,40.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/24/2025,PayPal,30.0,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/24/2025,PayPal,21.91,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/24/2025,,20.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
06/23/2025,PayPal,-3.68,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/23/2025,REB NYC,-40.0,Included (True Spend),,Financial Services,Personal,General Payment,Completed
06/23/2025,KNIGHTS ROAD,-9.66,Included (True Spend),,Other/Uncategorized,Business/Main,General PayPal Debit Card Transaction,Completed
06/23/2025,Aizihaer Tuerxuntuoheti,-10.59,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/23/2025,REB NYC,-20.0,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
06/23/2025,PayPal,-21.91,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/23/2025,DD *DOORDASH WAWA,-21.91,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/23/2025,REB NYC,-24.0,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
06/23/2025,PayPal,-30.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/23/2025,CONOCO - BOUND BROOK,-30.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/23/2025,SHELL VINE ST,-40.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
06/23/2025,Aizihaer Tuerxuntuoheti,-82.62,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
06/23/2025,PayPal,-40.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/23/2025,PayPal,-62.5,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/23/2025,Marriott by Points,-62.5,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
06/23/2025,Marriott by Points,-62.5,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
06/23/2025,Aizihaer Tuerxuntuoheti,-103.2,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
06/23/2025,REB NYC,-150.0,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
06/23/2025,Aizihaer Tuerxuntuoheti,-154.65,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/23/2025,Aizihaer Tuerxuntuoheti,-160.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
06/23/2025,PayPal,-175.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/23/2025,ALOFT PHILADELPHIA DOW,-175.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
06/23/2025,TARGET T-1809,-3.68,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
06/23/2025,TARGET T-1809,-3.68,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/23/2025,Aizihaer Tuerxuntuoheti,-14.85,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/23/2025,KNIGHTS ROAD,-0.01,Included (True Spend),,Other/Uncategorized,Business/Main,General PayPal Debit Card Transaction,Completed
06/23/2025,Aizihaer Tuerxuntuoheti,38.8,Excluded,Money In / Refund,Excluded,Business/Main,General Payment,Completed
06/23/2025,REB NYC,160.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
06/23/2025,,154.65,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/23/2025,REB NYC,150.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/23/2025,Aizihaer   Tuerxuntuoheti,150.0,Excluded,Non-Finalized (Status: Canceled),Excluded,Business/Main,Request Sent,Canceled
06/23/2025,Aizihaer Tuerxuntuoheti,145.51,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
06/23/2025,,103.2,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/23/2025,REB NYC,100.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
06/23/2025,,82.62,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/23/2025,PayPal,3.68,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/23/2025,PayPal,62.5,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/23/2025,REB NYC,80.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
06/23/2025,Aizihaer Tuerxuntuoheti,23.28,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
06/23/2025,,20.88,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
06/23/2025,Aizihaer Tuerxuntuoheti,19.4,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
06/23/2025,,16.33,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
06/23/2025,,14.85,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/23/2025,REB NYC,14.14,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/23/2025,,13.69,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
06/23/2025,,21.76,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
06/23/2025,,10.59,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/23/2025,REB NYC,10.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/22/2025,,-40.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/22/2025,,-5.5,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/22/2025,Aizihaer Tuerxuntuoheti,-5.5,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
06/22/2025,Aizihaer Tuerxuntuoheti,-103.2,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
06/22/2025,Aizihaer Tuerxuntuoheti,-41.46,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
06/22/2025,,-100.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/22/2025,REB NYC,5.5,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
06/22/2025,,10.59,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
06/22/2025,,28.3,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
06/22/2025,,41.46,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/22/2025,,51.75,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
06/22/2025,REB NYC,100.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
06/22/2025,,103.2,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/22/2025,REB NYC,40.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
06/21/2025,REB NYC,10.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/21/2025,Aizihaer Tuerxuntuoheti,-206.1,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/21/2025,,-200.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/21/2025,,-50.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/21/2025,Aizihaer Tuerxuntuoheti,-41.46,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/21/2025,,2.17,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
06/21/2025,Aizihaer Tuerxuntuoheti,-10.59,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/21/2025,,10.59,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/21/2025,,41.46,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
06/21/2025,,51.75,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
06/21/2025,REB NYC,200.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/21/2025,,206.1,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/21/2025,REB NYC,40.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/20/2025,Aizihaer Tuerxuntuoheti,-140.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/20/2025,,21.76,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
06/20/2025,,-100.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/20/2025,Aizihaer Tuerxuntuoheti,-103.2,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/20/2025,,-140.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/20/2025,,-200.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/20/2025,REB NYC,-150.0,Included (True Spend),,Financial Services,Personal,General Payment,Completed
06/20/2025,Aizihaer Tuerxuntuoheti,-154.65,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/20/2025,Aizihaer Tuerxuntuoheti,-206.1,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/20/2025,,-350.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/20/2025,,28.3,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
06/20/2025,,103.2,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/20/2025,REB NYC,100.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/20/2025,,144.36,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
06/20/2025,Aizihaer Tuerxuntuoheti,145.51,Excluded,Money In / Refund,Excluded,Business/Main,General Payment,Completed
06/20/2025,REB NYC,150.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/20/2025,,150.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
06/20/2025,,154.65,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/20/2025,Aizihaer   Tuerxuntuoheti,200.0,Excluded,Non-Finalized (Status: Canceled),Excluded,Business/Main,Request Sent,Canceled
06/20/2025,REB NYC,200.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/20/2025,,206.1,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/20/2025,REB NYC,140.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/19/2025,REB NYC,50.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/19/2025,,-300.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/19/2025,Aizihaer Tuerxuntuoheti,-206.1,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/19/2025,Aizihaer Tuerxuntuoheti,-103.2,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/19/2025,Aizihaer Tuerxuntuoheti,-51.75,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/19/2025,,28.3,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
06/19/2025,,-50.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/19/2025,,51.75,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/19/2025,REB NYC,100.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/19/2025,,103.2,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/19/2025,REB NYC,200.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/19/2025,,206.1,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/18/2025,,-100.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/18/2025,Aizihaer Tuerxuntuoheti,-103.2,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/18/2025,,-101.78,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/18/2025,REB NYC,100.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/18/2025,,103.2,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/17/2025,"Skims Body, Inc.",1.78,Excluded,Money In / Refund,Excluded,Personal,Mass Pay Payment,Completed
06/16/2025,,21.76,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
06/15/2025,,6.52,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
06/15/2025,Aizihaer Tuerxuntuoheti,-103.2,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/15/2025,,-100.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/15/2025,Aizihaer Tuerxuntuoheti,-51.75,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/15/2025,,-50.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/15/2025,Apple Services,-21.76,Included (True Spend),,Tech & Subs,Personal,PreApproved Payment Bill User Payment,Completed
06/15/2025,Apple Services,-6.52,Included (True Spend),,Tech & Subs,Personal,PreApproved Payment Bill User Payment,Completed
06/15/2025,,103.2,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/15/2025,,21.76,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
06/15/2025,REB NYC,50.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/15/2025,,51.75,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
06/15/2025,REB NYC,100.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/15/2025,,28.3,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
06/14/2025,PayPal Inc.,-1.0,Included (True Spend),,Financial Services,Personal,Other,Completed
06/14/2025,,-101.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
06/14/2025,HP *ALL- IN PLAN,-1.0,Excluded,Non-Finalized (Status: Reversed),Excluded,Personal,Void of Authorization,Reversed
